"","WARD","COUNTY","STATUS","TYPE"
"27982","KAPKURES","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27983","KAPKURES","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27984","KAPKURES","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27985","KAPKURES","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27986","KAPKURES","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27987","KAPKURES","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27988","KAPKURES","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27989","KAPKURES","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27990","KAPKURES","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27991","KAPKURES","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27992","KAPKURES","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27996","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27997","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27998","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27999","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28000","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28001","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28002","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28003","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28004","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28005","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28006","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28007","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28008","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28009","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28010","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28011","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28012","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28013","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28014","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28015","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28016","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28017","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28018","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28019","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28020","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28021","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28022","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28023","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28024","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28025","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28026","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28027","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28028","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28029","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28030","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28031","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28032","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28033","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28034","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28035","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28036","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28037","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28038","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28039","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28040","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28041","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28042","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28043","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28044","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28045","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28046","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28047","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28048","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28049","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28050","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28051","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28052","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28053","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28054","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28055","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28056","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28057","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28058","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28059","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28060","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28061","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28062","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28063","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28064","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28065","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28066","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28067","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28068","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28069","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28070","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28071","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28072","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28073","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28074","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28075","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28076","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28077","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28078","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28079","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28080","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28081","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28082","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28083","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28084","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28085","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28086","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28087","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28088","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28089","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28090","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28091","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28092","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28093","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28094","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28095","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28096","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28097","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28098","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28099","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28100","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28101","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28102","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28103","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28104","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28105","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28106","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28107","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28108","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28109","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28110","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28111","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28112","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28113","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28114","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28115","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28116","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28117","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28118","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28119","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28120","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28121","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28122","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28123","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28124","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28125","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28126","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28127","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28128","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28129","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28130","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28131","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28132","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28133","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28134","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28135","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28136","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28137","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28138","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28139","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28140","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28141","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28142","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28143","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28144","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28145","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28146","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28147","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28148","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28149","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28150","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28151","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28152","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28153","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28154","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28155","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28156","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28157","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28158","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28159","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28160","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28161","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28162","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28163","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28164","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28165","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28166","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28167","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28168","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28169","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28170","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28171","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28172","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28173","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28174","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28175","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28176","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28177","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28178","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28179","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28180","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28181","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28182","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28183","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28184","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28185","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28186","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28187","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28188","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28189","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28190","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28191","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28192","KINYORO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28193","KINYORO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28194","KINYORO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28195","KINYORO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28196","KINYORO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28197","KINYORO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28198","KINYORO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28199","KINYORO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28200","KINYORO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28201","KINYORO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28202","KINYORO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28203","KINYORO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28207","TURKWEL","TURKANA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28208","TURKWEL","TURKANA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28209","LOKORI","TURKANA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28210","LOKORI","TURKANA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28211","LOKORI","TURKANA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28212","LOKORI","TURKANA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28213","LOKORI","TURKANA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28214","LOKORI","TURKANA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28215","LOKORI","TURKANA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28216","LOKORI","TURKANA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28217","LOKORI","TURKANA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"28218","TURKWEL","TURKANA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"28219","TURKWEL","TURKANA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"28220","TURKWEL","TURKANA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
